Company,Location,Date,Rocket,RocketStatus,Price,MissionStatus,Year
Northrop,India,2018-12-07,Ariane 5,Active,80.09,Success,2018
Arianespace,Japan,2018-02-21,Antares,Retired,,Success,2018
NASA,China,2018-06-04,Vega,Retired,,Success,2018
RVSN USSR,Russia,2018-05-09,Antares,Active,,Success,2018
SpaceX,France,2018-03-08,Vega,Active,,Success,2018
RVSN USSR,Australia,2018-11-05,Antares,Active,,Success,2018
Boeing,New Zealand,2018-11-01,Antares,Active,,Success,2018
Roscosmos,Russia,2018-04-15,Proton-M,Active,,Success,2018
CASC,USA,2018-11-15,Proton-M,Active,,Success,2018
Rocket Lab,Russia,2018-01-01,PSLV,Retired,,Success,2018
Blue Origin,Japan,2018-02-01,PSLV,Active,25.08,Success,2018
Blue Origin,France,2018-11-16,Vega,Active,,Success,2018
CASC,France,2018-07-11,Starship,Retired,,Success,2018
Northrop,USA,2018-08-22,Delta IV,Active,,Success,2018
Northrop,Russia,2018-08-19,Long March 3B,Active,44.25,Success,2018
CASC,Japan,2018-06-05,Atlas V,Active,,Success,2018
Roscosmos,Kazakhstan,2018-05-12,Antares,Retired,333.37,Failure,2018
Roscosmos,Kazakhstan,2018-06-08,Proton-M,Active,,Success,2018
Rocket Lab,India,2018-09-24,Vega,Retired,33.43,Success,2018
ULA,New Zealand,2018-09-12,Soyuz-U,Active,181.26,Success,2018
Arianespace,China,2018-02-12,Soyuz-U,Active,,Success,2018
Japan JAXA,Russia,2018-06-28,Falcon 9,Active,,Success,2018
Roscosmos,Japan,2018-12-19,Proton-M,Active,,Success,2018
SpaceX,Australia,2018-10-20,Vega,Active,,Failure,2018
Virgin Orbit,China,2018-08-07,Long March 3B,Active,,Failure,2018
Blue Origin,USA,2018-09-13,Starship,Active,,Success,2018
Roscosmos,USA,2018-09-15,H-IIA,Retired,,Success,2018
ESA,Japan,2018-04-26,Ariane 5,Active,,Failure,2018
RVSN USSR,China,2018-05-24,Atlas V,Retired,34.27,Failure,2018
Blue Origin,Australia,2018-02-28,Delta IV,Active,,Success,2018
Northrop,France,2018-04-12,Delta IV,Active,5.74,Success,2018
Japan JAXA,Japan,2018-09-16,Electron,Active,,Failure,2018
Blue Origin,Russia,2018-05-13,Pegasus XL,Active,,Success,2018
Roscosmos,USA,2018-05-08,Electron,Active,,Success,2018
SpaceX,Japan,2018-04-23,Soyuz-U,Active,,Success,2018
Roscosmos,France,2018-05-17,Soyuz-U,Retired,153.5,Success,2018
Northrop,New Zealand,2018-05-10,Electron,Active,,Success,2018
ULA,Australia,2018-01-08,Delta IV,Retired,56.52,Success,2018
ISRO,New Zealand,2018-07-06,PSLV,Retired,,Success,2018
CASC,USA,2018-03-13,PSLV,Retired,,Success,2018
ESA,Australia,2018-08-28,Vulcan,Active,37.86,Success,2018
Northrop,Russia,2018-12-15,Vega,Active,229.51,Success,2018
Blue Origin,New Zealand,2018-02-23,Starship,Active,34.68,Success,2018
Roscosmos,Japan,2018-12-27,Long March 3B,Active,,Success,2018
SpaceX,New Zealand,2018-03-11,Starship,Retired,20.19,Success,2018
ESA,Russia,2018-07-14,Soyuz-U,Active,,Success,2018
Arianespace,Russia,2018-10-21,Falcon 9,Active,,Success,2018
Virgin Orbit,Russia,2018-09-08,Falcon 9,Active,,Success,2018
ISRO,Japan,2018-12-25,Vega,Retired,,Success,2018
NASA,Japan,2018-04-01,Antares,Active,,Success,2018
SpaceX,Kazakhstan,2018-11-10,Vulcan,Active,,Failure,2018
NASA,India,2018-11-04,Ariane 5,Active,227.46,Partial Failure,2018
NASA,Russia,2018-05-17,Electron,Active,,Failure,2018
Virgin Orbit,Russia,2018-09-17,Atlas V,Active,1.33,Success,2018
ULA,Japan,2018-01-15,Vega,Active,,Success,2018
Japan JAXA,New Zealand,2018-07-16,Proton-M,Active,31.92,Success,2018
Virgin Orbit,New Zealand,2018-07-20,PSLV,Retired,34.08,Failure,2018
ESA,Russia,2018-10-05,H-IIA,Retired,9.01,Success,2018
Japan JAXA,Japan,2018-03-07,Falcon 9,Active,,Success,2018
Boeing,Australia,2018-04-10,Vega,Active,,Failure,2018
ISRO,USA,2018-09-05,Falcon 9,Retired,,Success,2018
Roscosmos,USA,2018-09-08,Soyuz-U,Active,456.39,Success,2018
NASA,Japan,2018-09-03,Falcon 9,Active,,Partial Failure,2018
Rocket Lab,Russia,2018-05-20,Ariane 5,Retired,3.99,Partial Failure,2018
CASC,Australia,2018-10-16,Electron,Retired,,Success,2018
SpaceX,Australia,2018-10-15,Starship,Retired,,Success,2018
Blue Origin,Kazakhstan,2018-10-12,Proton-M,Active,,Partial Failure,2018
Japan JAXA,India,2018-08-07,Vega,Retired,,Success,2018
Boeing,New Zealand,2018-04-02,Soyuz-U,Active,,Success,2018
Roscosmos,New Zealand,2018-03-09,Delta IV,Active,121.75,Partial Failure,2018
Japan JAXA,France,2019-08-12,Atlas V,Active,,Success,2019
CASC,USA,2019-04-18,Long March 3B,Active,14.08,Success,2019
Rocket Lab,Kazakhstan,2019-12-08,Vulcan,Retired,17.54,Success,2019
Blue Origin,Kazakhstan,2019-10-23,Atlas V,Active,,Success,2019
Roscosmos,Russia,2019-03-07,Starship,Active,,Success,2019
Rocket Lab,France,2019-06-22,Antares,Active,,Success,2019
RVSN USSR,France,2019-07-26,Pegasus XL,Active,,Success,2019
CASC,New Zealand,2019-07-10,Atlas V,Active,,Partial Failure,2019
ULA,Australia,2019-01-18,Antares,Active,,Success,2019
Arianespace,India,2019-10-18,Ariane 5,Active,,Success,2019
ISRO,Australia,2019-08-23,PSLV,Active,,Success,2019
Blue Origin,Australia,2019-12-02,Ariane 5,Active,,Success,2019
ESA,Kazakhstan,2019-09-14,Vulcan,Retired,,Success,2019
CASC,Russia,2019-12-13,Proton-M,Active,44.16,Success,2019
ESA,Australia,2019-04-04,Long March 3B,Active,,Success,2019
Japan JAXA,Kazakhstan,2019-06-22,PSLV,Active,,Success,2019
ESA,Australia,2019-05-10,Falcon 9,Active,,Success,2019
Virgin Orbit,New Zealand,2019-08-22,Ariane 5,Active,,Success,2019
Northrop,Kazakhstan,2019-05-28,Pegasus XL,Active,,Success,2019
Roscosmos,India,2019-12-21,H-IIA,Retired,,Success,2019
ISRO,Russia,2019-08-05,Falcon 9,Active,,Failure,2019
NASA,Japan,2019-04-18,Proton-M,Active,,Success,2019
Arianespace,Australia,2019-03-26,Soyuz-U,Active,,Success,2019
Roscosmos,India,2019-12-23,Delta IV,Active,18.67,Success,2019
Boeing,China,2019-12-22,Ariane 5,Active,,Success,2019
Blue Origin,Russia,2019-05-06,Atlas V,Retired,,Success,2019
Japan JAXA,India,2019-06-02,PSLV,Active,,Success,2019
Arianespace,USA,2019-01-16,Vulcan,Active,,Partial Failure,2019
ULA,Russia,2019-11-04,Delta IV,Retired,,Failure,2019
Rocket Lab,Japan,2019-09-12,Ariane 5,Active,,Success,2019
Northrop,Australia,2019-08-19,Pegasus XL,Active,309.17,Success,2019
ULA,Japan,2019-09-14,Starship,Retired,,Success,2019
Roscosmos,Japan,2019-12-11,Ariane 5,Retired,,Success,2019
Virgin Orbit,Russia,2019-04-23,Ariane 5,Retired,,Failure,2019
Rocket Lab,Japan,2019-06-16,Proton-M,Active,6.63,Success,2019
RVSN USSR,India,2019-11-14,Pegasus XL,Retired,,Success,2019
ESA,Japan,2019-09-22,Electron,Active,79.3,Failure,2019
Roscosmos,Kazakhstan,2019-05-09,Long March 3B,Active,,Success,2019
Roscosmos,USA,2019-08-28,Antares,Active,240.35,Success,2019
NASA,Japan,2019-07-01,Vega,Active,,Success,2019
NASA,China,2019-03-21,H-IIA,Retired,,Success,2019
CASC,Russia,2019-02-23,Long March 3B,Active,,Success,2019
Japan JAXA,India,2019-07-24,Proton-M,Active,61.36,Success,2019
Roscosmos,Japan,2019-02-02,Vulcan,Active,,Success,2019
Roscosmos,Kazakhstan,2019-03-17,Falcon 9,Active,,Success,2019
ULA,France,2019-12-01,Vulcan,Active,73.22,Success,2019
Boeing,New Zealand,2019-03-03,Delta IV,Retired,,Success,2019
CASC,Kazakhstan,2019-12-25,Atlas V,Active,,Success,2019
SpaceX,USA,2019-02-28,Electron,Active,,Success,2019
ISRO,India,2019-08-24,Pegasus XL,Retired,,Failure,2019
Rocket Lab,Russia,2019-03-23,Antares,Active,,Failure,2019
RVSN USSR,India,2019-01-08,Soyuz-U,Active,,Success,2019
Virgin Orbit,New Zealand,2019-11-02,Falcon 9,Active,,Success,2019
CASC,France,2019-04-11,Antares,Retired,,Success,2019
CASC,Kazakhstan,2019-07-24,PSLV,Active,,Success,2019
Roscosmos,Kazakhstan,2019-12-04,Atlas V,Active,,Success,2019
Japan JAXA,Russia,2019-02-26,Falcon 9,Retired,,Success,2019
Japan JAXA,Japan,2019-01-09,Electron,Retired,,Success,2019
Northrop,China,2019-04-11,Soyuz-U,Active,,Success,2019
Boeing,Japan,2019-10-08,Vulcan,Retired,,Success,2019
NASA,USA,2019-07-15,Long March 3B,Active,,Success,2019
Rocket Lab,New Zealand,2019-08-02,Delta IV,Active,153.87,Success,2019
Arianespace,Kazakhstan,2019-03-02,Delta IV,Retired,,Success,2019
NASA,New Zealand,2019-02-11,Delta IV,Retired,,Success,2019
NASA,Japan,2019-09-12,Atlas V,Retired,25.94,Success,2019
ISRO,Japan,2019-12-03,Starship,Retired,,Success,2019
ULA,USA,2019-04-23,Atlas V,Active,,Success,2019
ESA,Russia,2019-06-03,Proton-M,Retired,77.67,Success,2019
ESA,Kazakhstan,2019-02-04,H-IIA,Retired,,Success,2019
Rocket Lab,Russia,2019-10-11,Ariane 5,Retired,,Success,2019
Roscosmos,Russia,2019-04-25,Atlas V,Active,,Failure,2019
Japan JAXA,China,2019-12-22,Vulcan,Retired,149.64,Success,2019
Boeing,USA,2019-11-20,Vulcan,Active,,Success,2019
ULA,Kazakhstan,2019-04-25,Atlas V,Active,,Success,2019
Arianespace,France,2019-07-19,Ariane 5,Active,,Success,2019
Northrop,USA,2019-12-25,H-IIA,Retired,,Success,2019
Rocket Lab,Australia,2019-10-22,Electron,Active,,Success,2019
ULA,France,2019-07-05,Long March 3B,Retired,,Success,2019
ESA,China,2019-07-08,Starship,Retired,,Partial Failure,2019
Japan JAXA,China,2019-12-04,Electron,Active,26.16,Success,2019
Virgin Orbit,USA,2019-02-09,Vega,Retired,,Success,2019
Blue Origin,France,2019-01-13,Ariane 5,Active,,Success,2019
Arianespace,USA,2019-06-20,Atlas V,Active,55.94,Failure,2019
ULA,Russia,2019-11-22,Ariane 5,Active,89.44,Success,2019
ISRO,Japan,2019-01-10,Falcon 9,Active,,Success,2019
NASA,Kazakhstan,2019-11-15,Vulcan,Active,68.46,Success,2019
ULA,Russia,2019-07-18,Falcon 9,Retired,,Partial Failure,2019
Blue Origin,USA,2019-06-28,Soyuz-U,Retired,64.59,Success,2019
ISRO,Australia,2019-02-09,Vega,Active,37.43,Success,2019
ISRO,Kazakhstan,2019-03-16,H-IIA,Retired,,Success,2019
Blue Origin,India,2019-02-22,Vulcan,Retired,,Success,2019
Blue Origin,USA,2019-09-09,Pegasus XL,Active,,Success,2019
Northrop,France,2019-10-27,Proton-M,Retired,,Success,2019
Northrop,USA,2019-09-05,Ariane 5,Active,72.1,Failure,2019
Arianespace,Australia,2019-02-15,Pegasus XL,Active,,Success,2019
ESA,Russia,2019-05-01,Vulcan,Active,,Success,2019
Virgin Orbit,Russia,2019-03-28,Vulcan,Active,,Success,2019
Boeing,Japan,2019-11-25,Vulcan,Retired,,Success,2019
ULA,USA,2019-08-02,Long March 3B,Active,,Success,2019
Blue Origin,Japan,2019-02-04,Vega,Active,,Success,2019
Arianespace,India,2019-09-06,Vulcan,Active,49.74,Success,2019
Arianespace,Russia,2019-02-07,Vega,Retired,,Success,2019
Northrop,China,2019-04-20,PSLV,Retired,,Success,2019
Japan JAXA,Australia,2019-10-20,Atlas V,Active,,Success,2019
ISRO,France,2019-05-15,PSLV,Active,,Success,2019
Northrop,USA,2019-03-09,Proton-M,Active,,Success,2019
Boeing,China,2019-08-04,Vega,Retired,843.09,Partial Failure,2019
CASC,China,2019-01-01,Proton-M,Retired,,Success,2019
ULA,Russia,2019-10-23,Starship,Retired,,Success,2019
Japan JAXA,USA,2019-03-21,Atlas V,Active,,Partial Failure,2019
RVSN USSR,India,2019-08-06,Long March 3B,Retired,,Failure,2019
Blue Origin,Kazakhstan,2019-02-13,Antares,Retired,,Success,2019
NASA,New Zealand,2019-06-15,Electron,Active,,Success,2019
Rocket Lab,USA,2019-07-15,Pegasus XL,Retired,,Success,2019
RVSN USSR,Russia,2019-02-22,Delta IV,Active,,Success,2019
Virgin Orbit,China,2019-10-03,Proton-M,Retired,,Success,2019
ISRO,Australia,2019-07-17,Antares,Active,,Success,2019
Virgin Orbit,China,2019-02-10,PSLV,Active,,Success,2019
SpaceX,Kazakhstan,2019-08-03,Atlas V,Active,,Success,2019
ISRO,USA,2019-07-11,Pegasus XL,Active,,Success,2019
Northrop,China,2019-07-27,Ariane 5,Active,,Success,2019
NASA,Japan,2019-12-08,Delta IV,Active,,Success,2019
CASC,Kazakhstan,2019-04-12,Soyuz-U,Retired,,Success,2019
ESA,USA,2019-05-17,Delta IV,Retired,,Success,2019
Roscosmos,Kazakhstan,2019-08-13,Vega,Active,,Failure,2019
Arianespace,New Zealand,2019-08-02,PSLV,Active,,Success,2019
CASC,Japan,2019-09-28,PSLV,Active,,Success,2019
Virgin Orbit,India,2019-09-05,Pegasus XL,Retired,,Partial Failure,2019
Rocket Lab,India,2019-02-26,Atlas V,Active,,Success,2019
ULA,New Zealand,2019-09-19,Electron,Active,,Failure,2019
Boeing,China,2019-08-13,Vulcan,Retired,,Success,2019
Boeing,France,2019-08-03,Pegasus XL,Active,,Success,2019
Japan JAXA,China,2019-11-25,Vega,Active,95.33,Success,2019
ISRO,China,2019-11-24,Vulcan,Retired,,Success,2019
NASA,France,2019-11-24,PSLV,Active,,Failure,2019
Japan JAXA,China,2019-03-21,Vulcan,Retired,,Success,2019
Japan JAXA,Australia,2019-02-18,Pegasus XL,Active,,Failure,2019
Rocket Lab,Japan,2019-06-22,Starship,Retired,,Success,2019
SpaceX,USA,2019-10-06,Electron,Retired,,Success,2019
Virgin Orbit,Kazakhstan,2019-01-05,Antares,Active,,Success,2019
Japan JAXA,Japan,2019-11-02,Atlas V,Active,,Success,2019
SpaceX,China,2019-01-09,Antares,Retired,,Success,2019
Blue Origin,Russia,2019-07-08,PSLV,Retired,,Failure,2019
Japan JAXA,Japan,2019-03-19,Soyuz-U,Active,35.46,Failure,2019
Blue Origin,France,2019-08-22,Long March 3B,Active,,Success,2019
CASC,Japan,2020-04-22,Electron,Active,,Partial Failure,2020
ESA,China,2020-06-03,Soyuz-U,Active,18.19,Success,2020
Roscosmos,India,2020-10-18,Atlas V,Retired,12.53,Success,2020
Roscosmos,Japan,2020-06-02,Ariane 5,Retired,,Success,2020
Virgin Orbit,France,2020-07-14,Ariane 5,Active,,Success,2020
Roscosmos,USA,2020-04-24,Electron,Active,,Success,2020
Blue Origin,France,2020-10-26,Atlas V,Active,,Success,2020
SpaceX,Australia,2020-09-16,PSLV,Active,,Failure,2020
Boeing,Kazakhstan,2020-04-04,Proton-M,Active,,Failure,2020
ULA,Australia,2020-07-07,Atlas V,Active,,Success,2020
CASC,Russia,2020-10-12,Starship,Retired,,Success,2020
ESA,India,2020-09-05,PSLV,Retired,,Success,2020
CASC,Australia,2020-10-04,Delta IV,Retired,,Success,2020
Virgin Orbit,Russia,2020-11-18,Atlas V,Active,18.12,Success,2020
Arianespace,Australia,2020-04-11,Falcon 9,Retired,,Success,2020
NASA,USA,2020-02-24,PSLV,Retired,16.83,Partial Failure,2020
RVSN USSR,New Zealand,2020-05-14,Vega,Retired,,Success,2020
Boeing,India,2020-05-21,H-IIA,Retired,,Success,2020
Arianespace,Australia,2020-01-04,Electron,Retired,,Success,2020
SpaceX,India,2020-04-02,Delta IV,Active,,Success,2020
Rocket Lab,USA,2020-02-28,Electron,Active,172.72,Success,2020
Virgin Orbit,France,2020-12-21,Delta IV,Active,,Success,2020
ULA,Russia,2020-06-07,Proton-M,Active,,Failure,2020
Rocket Lab,USA,2020-09-12,H-IIA,Active,,Success,2020
SpaceX,Russia,2020-02-18,Atlas V,Retired,32.44,Success,2020
Roscosmos,India,2020-12-10,Starship,Active,,Success,2020
Blue Origin,New Zealand,2020-03-11,Soyuz-U,Active,,Failure,2020
RVSN USSR,New Zealand,2020-08-04,Pegasus XL,Retired,116.93,Success,2020
NASA,China,2020-11-01,Soyuz-U,Active,74.18,Success,2020
Japan JAXA,Australia,2020-03-22,Soyuz-U,Retired,,Success,2020
SpaceX,USA,2020-11-27,PSLV,Retired,,Success,2020
RVSN USSR,Australia,2020-01-10,Electron,Active,,Success,2020
Roscosmos,Russia,2020-07-20,Starship,Active,,Success,2020
Northrop,France,2020-03-12,H-IIA,Retired,303.7,Success,2020
Roscosmos,New Zealand,2020-01-16,Antares,Retired,,Success,2020
SpaceX,Kazakhstan,2020-09-04,Starship,Active,,Failure,2020
NASA,India,2020-03-18,Delta IV,Retired,,Success,2020
ISRO,India,2020-01-13,Electron,Retired,,Success,2020
SpaceX,China,2020-04-18,H-IIA,Retired,,Success,2020
Boeing,New Zealand,2020-05-15,Long March 3B,Active,,Failure,2020
ULA,France,2020-09-02,Vulcan,Active,,Success,2020
Northrop,Kazakhstan,2020-06-18,PSLV,Retired,,Success,2020
ULA,Russia,2020-01-09,Atlas V,Retired,,Success,2020
Rocket Lab,France,2020-02-28,Long March 3B,Active,,Success,2020
Northrop,New Zealand,2020-01-08,Starship,Retired,,Partial Failure,2020
Arianespace,Japan,2020-05-05,Atlas V,Retired,,Success,2020
RVSN USSR,New Zealand,2020-12-09,Atlas V,Active,,Success,2020
Boeing,France,2020-06-09,Ariane 5,Active,69.5,Success,2020
ESA,Kazakhstan,2020-06-19,Delta IV,Active,,Failure,2020
Blue Origin,New Zealand,2020-05-14,Ariane 5,Retired,,Success,2020
Rocket Lab,Russia,2020-09-28,Falcon 9,Active,,Success,2020
Boeing,India,2020-07-23,PSLV,Retired,,Success,2020
ISRO,USA,2020-04-10,Delta IV,Retired,100.51,Success,2020
Northrop,Japan,2020-11-10,Ariane 5,Active,,Success,2020
CASC,Japan,2020-12-26,H-IIA,Retired,,Success,2020
Japan JAXA,China,2020-01-18,Starship,Active,,Success,2020
Arianespace,France,2020-04-04,PSLV,Retired,,Failure,2020
Virgin Orbit,New Zealand,2020-09-03,Vulcan,Active,,Success,2020
Roscosmos,Japan,2020-06-14,Falcon 9,Active,202.42,Success,2020
Rocket Lab,Japan,2020-06-07,Pegasus XL,Retired,482.1,Success,2020
CASC,Australia,2020-07-23,PSLV,Active,,Success,2020
Arianespace,France,2020-12-22,Vulcan,Active,7.09,Success,2020
ULA,Russia,2020-07-10,Antares,Active,,Success,2020
Virgin Orbit,France,2020-04-06,Electron,Retired,,Partial Failure,2020
ISRO,Japan,2020-06-13,Soyuz-U,Retired,,Success,2020
ESA,Australia,2020-07-10,Pegasus XL,Retired,,Success,2020
ISRO,USA,2020-01-01,Antares,Active,,Success,2020
CASC,Australia,2020-01-15,Soyuz-U,Active,,Success,2020
Arianespace,France,2020-10-20,H-IIA,Retired,,Success,2020
Boeing,Australia,2020-08-01,Pegasus XL,Active,,Success,2020
Northrop,Kazakhstan,2020-10-16,Proton-M,Retired,,Success,2020
CASC,Australia,2020-12-09,Falcon 9,Retired,,Success,2020
Arianespace,Australia,2020-09-19,Vega,Retired,299.95,Success,2020
Northrop,Kazakhstan,2020-07-04,Soyuz-U,Retired,,Success,2020
CASC,New Zealand,2020-06-18,Pegasus XL,Active,,Failure,2020
RVSN USSR,New Zealand,2020-06-27,Delta IV,Active,,Success,2020
Japan JAXA,Russia,2020-04-17,Delta IV,Active,71.05,Success,2020
NASA,USA,2020-04-10,Delta IV,Active,128.71,Success,2020
Arianespace,Australia,2020-04-01,Long March 3B,Retired,33.52,Partial Failure,2020
ULA,France,2020-09-24,Delta IV,Active,,Success,2020
RVSN USSR,USA,2020-02-15,Vega,Retired,,Success,2020
SpaceX,China,2020-12-15,Long March 3B,Retired,,Success,2020
CASC,New Zealand,2020-04-12,Ariane 5,Active,,Success,2020
ISRO,Russia,2020-04-15,Falcon 9,Active,,Success,2020
RVSN USSR,Russia,2020-07-25,Antares,Retired,,Success,2020
ESA,USA,2020-09-02,Starship,Active,,Success,2020
Blue Origin,France,2020-09-27,Antares,Active,,Success,2020
SpaceX,China,2020-08-02,Starship,Active,,Success,2020
RVSN USSR,China,2020-12-09,Vega,Active,,Success,2020
ESA,India,2020-04-09,Pegasus XL,Active,,Success,2020
ESA,Kazakhstan,2020-10-27,Vulcan,Active,60.48,Failure,2020
Rocket Lab,Japan,2020-09-26,Antares,Retired,,Failure,2020
Blue Origin,New Zealand,2020-11-14,Vulcan,Retired,,Success,2020
RVSN USSR,China,2020-01-16,Proton-M,Active,42.85,Success,2020
ESA,USA,2020-05-06,Antares,Retired,,Success,2020
Arianespace,France,2020-07-01,Proton-M,Retired,,Success,2020
Japan JAXA,France,2020-02-03,Delta IV,Retired,,Success,2020
NASA,New Zealand,2020-12-17,Delta IV,Active,,Success,2020
RVSN USSR,Japan,2020-07-05,Proton-M,Retired,,Success,2020
ULA,Kazakhstan,2020-06-24,Delta IV,Active,,Failure,2020
CASC,USA,2020-12-26,Electron,Active,,Success,2020
SpaceX,Australia,2020-09-01,Soyuz-U,Active,,Success,2020
ULA,Japan,2020-01-06,Ariane 5,Retired,,Success,2020
Blue Origin,Japan,2020-08-19,Proton-M,Retired,14.89,Success,2020
Rocket Lab,India,2020-12-09,Long March 3B,Active,,Success,2020
Japan JAXA,New Zealand,2020-04-08,Antares,Active,,Success,2020
Blue Origin,Russia,2020-01-22,Long March 3B,Active,,Success,2020
NASA,France,2020-05-15,Antares,Active,,Failure,2020
Arianespace,Japan,2020-04-26,Vulcan,Retired,,Success,2020
CASC,China,2020-08-07,Electron,Active,,Success,2020
ESA,China,2020-02-16,Starship,Retired,,Success,2020
Blue Origin,USA,2020-06-28,Starship,Retired,,Success,2020
ESA,New Zealand,2020-01-21,Antares,Active,,Success,2020
RVSN USSR,Japan,2020-06-21,Starship,Retired,40.8,Success,2020
Roscosmos,New Zealand,2020-05-07,Long March 3B,Active,,Success,2020
RVSN USSR,France,2020-09-05,H-IIA,Retired,,Success,2020
Roscosmos,India,2020-10-11,Falcon 9,Active,,Failure,2020
SpaceX,Australia,2020-12-08,Atlas V,Active,315.05,Success,2020
Virgin Orbit,India,2020-08-17,Ariane 5,Active,,Success,2020
Boeing,France,2020-04-16,Ariane 5,Active,,Success,2020
Rocket Lab,USA,2020-10-16,PSLV,Retired,,Success,2020
ESA,Australia,2020-05-08,Long March 3B,Retired,,Partial Failure,2020
ISRO,USA,2020-10-05,H-IIA,Active,,Success,2020
Roscosmos,Australia,2020-01-07,H-IIA,Active,321.0,Success,2020
Virgin Orbit,China,2020-11-23,Antares,Active,155.79,Success,2020
Northrop,Kazakhstan,2020-04-21,Proton-M,Active,,Success,2020
Japan JAXA,Australia,2020-05-11,Soyuz-U,Retired,50.53,Failure,2020
Virgin Orbit,New Zealand,2020-04-26,Vega,Active,,Success,2020
CASC,New Zealand,2020-05-28,Ariane 5,Retired,,Success,2020
ULA,Japan,2020-02-07,Pegasus XL,Active,,Success,2020
Blue Origin,Kazakhstan,2020-06-27,Starship,Active,,Success,2020
Arianespace,China,2020-03-22,Pegasus XL,Retired,,Success,2020
Roscosmos,Russia,2021-09-08,Starship,Retired,57.15,Success,2021
Virgin Orbit,New Zealand,2021-04-21,Proton-M,Active,10.36,Success,2021
Virgin Orbit,USA,2021-08-17,Electron,Active,,Partial Failure,2021
ESA,New Zealand,2021-07-21,Delta IV,Retired,26.31,Success,2021
Rocket Lab,Russia,2021-02-17,Vulcan,Active,,Partial Failure,2021
ISRO,Australia,2021-12-16,Soyuz-U,Retired,,Success,2021
Blue Origin,France,2021-09-20,Soyuz-U,Active,,Success,2021
Japan JAXA,New Zealand,2021-08-12,Atlas V,Retired,88.93,Partial Failure,2021
RVSN USSR,Russia,2021-08-21,Antares,Retired,,Failure,2021
ISRO,India,2021-07-12,Long March 3B,Retired,84.19,Success,2021
RVSN USSR,Russia,2021-03-09,Antares,Retired,,Success,2021
RVSN USSR,Japan,2021-08-23,Falcon 9,Active,,Failure,2021
Boeing,Australia,2021-11-09,Antares,Retired,,Success,2021
Japan JAXA,Kazakhstan,2021-08-28,Vulcan,Retired,,Success,2021
Boeing,Australia,2021-09-13,Starship,Active,,Success,2021
Blue Origin,China,2021-07-07,H-IIA,Active,102.01,Failure,2021
